openalex_id,current_affiliation
W1491547323,FALSE
W1506370173,FALSE
W1586984435,FALSE
W1594749381,FALSE
W1604083967,FALSE
W1824379121,FALSE
W1932507816,FALSE
W1965606168,FALSE
W1975619603,FALSE
W1987114853,FALSE
W1998110257,FALSE
W2000047018,FALSE
W2000659967,FALSE
W2011838480,FALSE
W2024957938,FALSE
W2027178936,FALSE
W2034315507,FALSE
W2035720530,FALSE
W2046788934,FALSE
W2055340843,FALSE
W2062153141,FALSE
W2072936277,FALSE
W2090012721,FALSE
W2091626793,FALSE
W2122501992,FALSE
W2123248265,FALSE
W2147333819,FALSE
W2153578775,FALSE
W2154526903,FALSE
W2168516960,FALSE
W2259543719,FALSE
W2275778642,TRUE
W2304192332,FALSE
W2318856284,FALSE
W2323714811,FALSE
W2337243937,FALSE
W2369623542,FALSE
W2477774673,FALSE
W2512405872,FALSE
W2527423931,FALSE
W2549134493,FALSE
W2554114194,FALSE
W2562044650,FALSE
W2575377944,FALSE
W2575747247,FALSE
W2582069038,FALSE
W2721821765,FALSE
W2737357909,FALSE
W2747251195,FALSE
W2753317646,TRUE
W2763188227,TRUE
W2770258056,FALSE
W2787480987,TRUE
W2794799496,FALSE
W2800371679,FALSE
W2808747293,FALSE
W2854247877,FALSE
W2887978900,FALSE
W2903684748,FALSE
W2904482939,FALSE
W2909888300,FALSE
W2917697310,FALSE
W2941590354,FALSE
W2943114933,FALSE
W2954991744,FALSE
W2967944060,FALSE
W2968892713,FALSE
W2971056854,FALSE
W2981237952,FALSE
W3006750778,FALSE
W3041497803,FALSE
W3045503902,FALSE
W3046145907,FALSE
W3096434976,FALSE
W3131542001,FALSE
W3138761945,FALSE
W3144032911,FALSE
W3145369806,FALSE
W3155753314,FALSE
W3178003524,FALSE
W3179962802,FALSE
W3200249233,FALSE
W4200525574,FALSE
W4205244282,FALSE
W4210516023,FALSE
W4213453894,TRUE
W4214882350,TRUE
W4214931705,TRUE
W4223910393,FALSE
W4232030661,FALSE
W4239894394,FALSE
W4251629146,TRUE
W4254921525,TRUE
W4294817452,FALSE
W4304141167,FALSE
W4306867881,FALSE
W4311099033,FALSE
W4317107781,FALSE
W4323355947,FALSE
W4389743254,FALSE
W4392111467,FALSE
W4393085511,FALSE
W4396598649,FALSE
W4396644432,FALSE
W4399186544,FALSE
