openalex_id,current_affiliation
W1508654430,FALSE
W1998058435,FALSE
W2026104732,FALSE
W2077491613,FALSE
W2077990545,FALSE
W2081846673,FALSE
W2102397680,FALSE
W2125330617,FALSE
W2155420645,FALSE
W2185214068,FALSE
W220250454,FALSE
W2292209264,FALSE
W2397914898,FALSE
W2505447063,FALSE
W2588681088,FALSE
W2787941699,FALSE
W2922006677,TRUE
W3096514028,FALSE
W3104357128,FALSE
W3110994846,FALSE
W4237878290,FALSE
W4243761294,FALSE
W4248613191,FALSE
W4250527473,FALSE
W4283166004,FALSE
W4396721693,FALSE
W580209441,FALSE
