openalex_id,current_affiliation
W1486428576,FALSE
W1504414159,FALSE
W1513248693,FALSE
W1559121750,FALSE
W1875037981,FALSE
W1964779757,FALSE
W1971529620,FALSE
W1979074946,FALSE
W1983329536,FALSE
W1983818482,FALSE
W1986847689,FALSE
W1987696647,FALSE
W1988308419,FALSE
W1989390098,FALSE
W1990210480,FALSE
W1994435196,FALSE
W1994963272,FALSE
W2013483031,FALSE
W2016808464,FALSE
W2025315096,FALSE
W2026860782,FALSE
W2029107243,FALSE
W2029200134,FALSE
W2029465750,FALSE
W2030018298,FALSE
W2031338602,FALSE
W2035403761,FALSE
W2041747049,FALSE
W2044311615,FALSE
W2044459240,TRUE
W2047572338,FALSE
W2048229948,FALSE
W2048336539,FALSE
W2048642898,FALSE
W2051387904,FALSE
W2053487661,FALSE
W2053919938,FALSE
W2061596838,FALSE
W2063059714,FALSE
W2069612613,FALSE
W2069931856,FALSE
W2072034517,FALSE
W2074789557,FALSE
W2076167983,FALSE
W2076467371,FALSE
W2077648546,FALSE
W2089305534,FALSE
W2093867637,FALSE
W2100676028,FALSE
W2107294405,TRUE
W2107713715,FALSE
W2110052313,FALSE
W2118653712,FALSE
W2125357421,FALSE
W2130415062,FALSE
W2145606750,FALSE
W2151883606,FALSE
W2160564563,FALSE
W2180518376,FALSE
W2209399658,FALSE
W2320641092,FALSE
W2329335840,FALSE
W2333588239,FALSE
W2342193416,FALSE
W2397531317,FALSE
W2481191400,FALSE
W2509403461,FALSE
W2561224113,FALSE
W2587331003,TRUE
W2588868715,FALSE
W2754591938,FALSE
W2766278264,FALSE
W2802655809,FALSE
W2807907851,FALSE
W2808779120,FALSE
W2885036842,FALSE
W2914816129,FALSE
W2924167083,FALSE
W2938956773,FALSE
W2954963379,FALSE
W2966869187,FALSE
W2994391356,FALSE
W2995916137,FALSE
W3014512479,FALSE
W3016374111,FALSE
W3080685890,FALSE
W3083136410,FALSE
W3148207586,TRUE
W3209594497,TRUE
W391249729,FALSE
W4200403111,TRUE
W4220919318,FALSE
W4231829799,TRUE
W4232234446,FALSE
W4236390456,FALSE
W4239605527,TRUE
W4240332653,FALSE
W4242054994,TRUE
W4248748746,TRUE
W4249137086,FALSE
W4256247652,FALSE
W4280501024,FALSE
W4283376410,FALSE
W4312104262,TRUE
W4324137215,TRUE
W4380243660,TRUE
W4394914195,TRUE
W570050505,FALSE
W600725403,FALSE
W614042317,FALSE
W62660674,FALSE
