pmid,current_affiliation
12668542,TRUE
16204743,TRUE
16635601,TRUE
17985014,TRUE
18159483,FALSE
18566202,TRUE
18841256,TRUE
19668786,FALSE
19919877,TRUE
20151057,TRUE
20157843,TRUE
20435662,TRUE
20538142,FALSE
21846658,TRUE
22496115,TRUE
22682691,FALSE
23376448,TRUE
23816280,FALSE
24288261,FALSE
24454721,TRUE
25108493,TRUE
25844361,TRUE
25907080,TRUE
25909595,FALSE
25913473,TRUE
26129947,TRUE
26135302,TRUE
26253734,TRUE
26542498,TRUE
26779516,TRUE
26903017,TRUE
27538505,TRUE
27686107,TRUE
27845875,FALSE
27886793,FALSE
27956043,TRUE
27997220,TRUE
28249831,TRUE
28639971,TRUE
28657464,FALSE
28760215,TRUE
28807523,TRUE
28860318,TRUE
28860319,TRUE
28865897,TRUE
28916239,TRUE
29239074,TRUE
29331282,TRUE
29371178,TRUE
30015069,TRUE
30107907,TRUE
30243940,FALSE
30483414,TRUE
31376904,TRUE
31441862,TRUE
31488369,TRUE
31727270,FALSE
31758779,TRUE
32522811,TRUE
32658498,FALSE
32738949,TRUE
32772110,TRUE
32777060,TRUE
32883724,FALSE
32912441,TRUE
32995727,TRUE
33146624,TRUE
33475493,TRUE
33522978,TRUE
33778443,TRUE
33882984,TRUE
34095800,TRUE
34113753,TRUE
34401698,TRUE
34993453,TRUE
35216650,TRUE
35265932,TRUE
35402688,TRUE
35596020,TRUE
35646382,TRUE
35699482,TRUE
35725542,TRUE
36116089,TRUE
36349701,TRUE
36562014,TRUE
36656588,TRUE
36876864,TRUE
36880068,TRUE
37382909,TRUE
38440889,TRUE
38585680,TRUE
38887948,TRUE
39131228,TRUE
39240681,TRUE
39525334,TRUE
39555814,TRUE
40034110,TRUE
40034111,TRUE
40133799,TRUE
40397500,TRUE
40433122,TRUE
40627818,TRUE
40636829,TRUE
40713099,TRUE
