openalex_id,current_affiliation
W120771606,FALSE
W1495790695,FALSE
W1573627288,FALSE
W1965581896,FALSE
W1965751398,FALSE
W1966195437,FALSE
W1966543651,TRUE
W1967671788,FALSE
W1968864845,FALSE
W1980119297,FALSE
W1980621411,TRUE
W1980868141,FALSE
W1987960827,FALSE
W1993175362,TRUE
W1999541418,FALSE
W2001205000,FALSE
W2007559636,FALSE
W2008255947,FALSE
W2011444554,FALSE
W2015082859,FALSE
W2017326166,FALSE
W2018986990,FALSE
W2023129208,TRUE
W2023327215,FALSE
W2023975100,TRUE
W2026670841,TRUE
W2028991902,FALSE
W2029734804,TRUE
W2033953600,FALSE
W2042142238,FALSE
W2044155210,FALSE
W2048724795,FALSE
W2051070340,FALSE
W2057682957,FALSE
W2063840446,FALSE
W2064827504,FALSE
W2074477169,FALSE
W2076571552,TRUE
W2080076121,FALSE
W2088842471,FALSE
W2091553022,TRUE
W2096583253,FALSE
W2097730569,FALSE
W2101504303,FALSE
W2102139790,FALSE
W2105021118,FALSE
W2108023437,TRUE
W2108304898,TRUE
W2108983679,FALSE
W2111347580,FALSE
W2113530759,FALSE
W2120336436,FALSE
W2120675188,FALSE
W2122215981,FALSE
W2133781654,FALSE
W2135577089,FALSE
W2137646435,TRUE
W2140358254,FALSE
W2140691215,FALSE
W2157822705,FALSE
W2158955459,FALSE
W2165991538,FALSE
W2169028449,FALSE
W2218555412,TRUE
W2316618275,FALSE
W2319688543,FALSE
W2322032283,TRUE
W2322597513,TRUE
W2328081586,FALSE
W2328147613,TRUE
W2332525671,TRUE
W2333350276,FALSE
W2346175142,TRUE
W2393759884,TRUE
W2530588528,FALSE
W2593566468,FALSE
W2593615428,TRUE
W2594513894,FALSE
W2612477337,FALSE
W2618553145,FALSE
W2620254199,FALSE
W2752257497,FALSE
W2776112010,FALSE
W2778160940,FALSE
W2781561156,FALSE
W2790419376,FALSE
W2793431243,FALSE
W2806576407,FALSE
W2836641641,TRUE
W2892827065,TRUE
W2900691417,FALSE
W2904530188,FALSE
W2906158879,FALSE
W2962953235,FALSE
W2993466834,FALSE
W3086953813,FALSE
W3098429876,FALSE
W3099102279,FALSE
W3102403098,FALSE
W3105668805,FALSE
W4200192326,FALSE
W4226251487,FALSE
W4230521270,TRUE
W4245151515,FALSE
W4245501636,FALSE
W4246315945,TRUE
W4250344347,FALSE
W4255223581,FALSE
W4288083106,FALSE
W4293676849,FALSE
W4296512696,FALSE
W4296577294,FALSE
W4297013826,FALSE
W4386209525,FALSE
