openalex_id,current_affiliation
W1278644932,FALSE
W131808754,FALSE
W147779192,FALSE
W149320854,FALSE
W1495613662,FALSE
W1517097963,FALSE
W1527611945,FALSE
W154934949,FALSE
W1556838039,FALSE
W1592877131,FALSE
W1597393581,FALSE
W1604409215,FALSE
W1637998231,FALSE
W1667020473,FALSE
W176184199,FALSE
W1951816138,FALSE
W1968231034,FALSE
W1970556290,FALSE
W1971946250,FALSE
W1975085795,FALSE
W1976725551,FALSE
W1980168867,FALSE
W1981415589,FALSE
W1986400202,FALSE
W1987557442,FALSE
W1990195342,FALSE
W1994570727,FALSE
W2002281037,FALSE
W2004161663,FALSE
W2005152451,FALSE
W2007922488,FALSE
W2013121256,FALSE
W2017509927,FALSE
W2022535234,FALSE
W2025870581,FALSE
W2029777499,FALSE
W2030931628,FALSE
W2032622934,FALSE
W2036702205,FALSE
W2037477435,FALSE
W2038091373,FALSE
W2043782659,FALSE
W2044208790,FALSE
W2050253873,FALSE
W2050909075,FALSE
W2058715566,FALSE
W2061843876,FALSE
W2063618023,FALSE
W2071969343,FALSE
W2075565127,FALSE
W2081658181,FALSE
W2082263900,FALSE
W2082445308,FALSE
W2083817362,FALSE
W2084328451,FALSE
W2087054971,FALSE
W2098214132,FALSE
W2114808224,FALSE
W2116405488,FALSE
W2141276447,FALSE
W2143017890,FALSE
W2144032971,FALSE
W2145644993,FALSE
W2175026167,FALSE
W2190199302,FALSE
W2319588415,FALSE
W2397672029,FALSE
W2401962098,FALSE
W2403118186,FALSE
W2413878057,FALSE
W2413949242,FALSE
W2416791353,FALSE
W2418538850,FALSE
W2508566484,FALSE
W2568836623,FALSE
W2614832988,FALSE
W2615954481,FALSE
W2796301229,FALSE
W2887018003,FALSE
W2912991414,FALSE
W3080575814,FALSE
W3122123604,FALSE
W3125020956,FALSE
W3129944833,FALSE
W3135646190,TRUE
W3139726804,FALSE
W3178598370,FALSE
W3204490226,FALSE
W377183458,FALSE
W4239605527,TRUE
W4239765076,FALSE
W4253696990,FALSE
W4282978921,FALSE
W4321429490,FALSE
W4365513634,FALSE
W578447826,FALSE
W606022994,FALSE
W607518649,FALSE
W611181139,FALSE
W639774602,FALSE
W6673546,FALSE
W84515054,FALSE
