openalex_id,current_affiliation
W1504483181,FALSE
W1513289261,FALSE
W1528943059,FALSE
W1644085412,FALSE
W168355425,TRUE
W1770166919,TRUE
W1817200870,TRUE
W1963627911,TRUE
W1964796004,TRUE
W1967035673,TRUE
W1969509691,FALSE
W1972102601,FALSE
W1976072156,TRUE
W1978464580,FALSE
W1985667612,TRUE
W2000478511,FALSE
W2002725602,FALSE
W2016242508,FALSE
W2016540396,FALSE
W2022492403,FALSE
W2029635564,FALSE
W2033711053,FALSE
W2044704547,FALSE
W2051883403,FALSE
W2053040203,TRUE
W2053881283,FALSE
W2055514366,FALSE
W2057257966,FALSE
W2058688360,FALSE
W2063694857,FALSE
W2065899520,FALSE
W2079816728,FALSE
W2082128295,FALSE
W2084779737,FALSE
W2093189429,FALSE
W2104167060,FALSE
W2128729158,TRUE
W2135178626,FALSE
W2139241596,FALSE
W2140995953,FALSE
W2148932769,FALSE
W2152511094,FALSE
W2153748136,FALSE
W2156398345,FALSE
W2158509657,FALSE
W2166086935,FALSE
W2167183710,FALSE
W2171170508,FALSE
W2247805361,TRUE
W2254333756,TRUE
W2314844482,TRUE
W2317414720,TRUE
W2317487674,TRUE
W2320278195,TRUE
W2321539568,TRUE
W2327538967,TRUE
W2328690811,TRUE
W2328804281,TRUE
W2329073619,TRUE
W2330135759,TRUE
W2334416187,TRUE
W2335961442,TRUE
W2400257423,TRUE
W2406784275,TRUE
W2418061097,TRUE
W2431958829,TRUE
W2492150512,TRUE
W2526312708,TRUE
W2542675717,TRUE
W2552778242,FALSE
W2560834031,FALSE
W2584004284,FALSE
W2725992980,FALSE
W2805162679,TRUE
W2805167392,TRUE
W2805890596,TRUE
W2805948184,TRUE
W2806245551,TRUE
W2806329339,TRUE
W2806385128,TRUE
W2806386469,TRUE
W2887061885,TRUE
W2897089989,TRUE
W2902725358,TRUE
W2913254430,TRUE
W2925678109,FALSE
W2928184271,FALSE
W2929444657,TRUE
W2947269187,TRUE
W2969163274,TRUE
W2972839956,TRUE
W2980148093,TRUE
W2984693434,TRUE
W2988275148,TRUE
W2995961033,TRUE
W3008569035,TRUE
W3018449087,TRUE
W3022283529,TRUE
W3038929835,TRUE
W3043363813,TRUE
W3048831329,TRUE
W3092182444,TRUE
W3092598418,TRUE
W3122533155,FALSE
W4229968446,FALSE
W4243516040,FALSE
W4245988938,FALSE
W4249195114,TRUE
W4281615567,FALSE
W4401908820,FALSE
