pmid,current_affiliation
11845805,FALSE
11926794,FALSE
11943959,FALSE
11953689,FALSE
12055165,FALSE
12197907,FALSE
12230667,FALSE
12480858,FALSE
12603894,FALSE
12800965,FALSE
12845349,FALSE
12967375,FALSE
14525899,FALSE
14687807,FALSE
15167153,TRUE
15167157,FALSE
15173278,FALSE
15191955,FALSE
15330925,FALSE
15330927,FALSE
15347308,TRUE
15371920,FALSE
15521002,TRUE
15555106,FALSE
15571570,TRUE
15571572,TRUE
15652024,FALSE
15654775,FALSE
15667506,FALSE
15685294,TRUE
15743347,FALSE
15865667,FALSE
15929749,FALSE
15940619,FALSE
16010300,FALSE
16010305,TRUE
16076833,FALSE
16080594,TRUE
16128957,FALSE
16135272,FALSE
16265119,TRUE
16285971,FALSE
16344059,FALSE
16389176,FALSE
16454818,FALSE
16454847,TRUE
16595759,TRUE
16620423,TRUE
16798392,TRUE
16890592,FALSE
16908511,FALSE
16926805,FALSE
16926827,FALSE
17313501,FALSE
17335442,TRUE
17382282,TRUE
17433019,FALSE
17443524,FALSE
17464377,FALSE
17474672,TRUE
17509031,TRUE
17537892,TRUE
17571449,FALSE
17708125,TRUE
17889226,TRUE
17905807,FALSE
17909544,TRUE
18057189,FALSE
18226685,TRUE
18289199,FALSE
18310262,FALSE
18318820,FALSE
18341483,FALSE
18371141,FALSE
18445097,FALSE
18463440,FALSE
18636328,TRUE
18832833,FALSE
18832842,TRUE
18854541,TRUE
18855852,TRUE
19008265,TRUE
19009722,FALSE
19086949,TRUE
19109870,TRUE
19364994,TRUE
19373416,FALSE
19450297,FALSE
19454090,FALSE
19471254,TRUE
19602448,TRUE
19615304,FALSE
19631762,TRUE
19654096,FALSE
19694221,FALSE
19755966,FALSE
19776701,FALSE
19805775,FALSE
19808815,FALSE
19821286,FALSE
19879971,FALSE
19920807,TRUE
19956122,FALSE
19966623,FALSE
20026445,FALSE
20029415,FALSE
20044998,FALSE
20117111,TRUE
20166065,FALSE
20427395,TRUE
20541625,TRUE
20614440,FALSE
20717106,FALSE
20842110,TRUE
20886376,FALSE
21177739,FALSE
21328253,TRUE
21328254,TRUE
21328255,FALSE
21328259,TRUE
21333902,TRUE
21407179,FALSE
21407183,FALSE
21407186,TRUE
21407187,TRUE
21407188,FALSE
21407190,FALSE
21472012,FALSE
21571137,FALSE
21674710,FALSE
21718575,TRUE
21894226,FALSE
22083024,FALSE
22108446,FALSE
22123803,TRUE
22330810,TRUE
22343090,FALSE
22354363,TRUE
22472745,FALSE
22512495,FALSE
22537613,FALSE
22541573,FALSE
22918384,TRUE
22961001,FALSE
23147520,FALSE
23166608,TRUE
23235679,TRUE
23318399,FALSE
23318494,TRUE
23358394,FALSE
23381016,TRUE
23386404,FALSE
23388018,FALSE
23399518,TRUE
23796293,TRUE
23903237,FALSE
23990632,FALSE
23994201,FALSE
23998977,FALSE
24005353,FALSE
24100727,TRUE
24162705,TRUE
24165758,FALSE
24247690,FALSE
24251323,FALSE
24338763,TRUE
24417817,TRUE
24477371,FALSE
24733218,FALSE
24777151,TRUE
24846275,TRUE
24846521,TRUE
24935275,TRUE
25070051,TRUE
25070054,TRUE
25091148,TRUE
25147201,TRUE
25209137,TRUE
25232572,FALSE
25447851,FALSE
25636675,FALSE
25646911,TRUE
25724461,TRUE
25767103,TRUE
25803021,FALSE
25805375,TRUE
25805376,TRUE
25857665,TRUE
25869390,TRUE
25916225,TRUE
25921377,TRUE
25945487,TRUE
25964226,TRUE
26052782,FALSE
26156248,TRUE
26198377,FALSE
26232600,TRUE
26291435,TRUE
26500108,TRUE
26567029,TRUE
26681489,TRUE
26720193,TRUE
26757463,TRUE
27092708,FALSE
27102658,TRUE
27152872,TRUE
27182692,TRUE
27486097,TRUE
27527254,TRUE
27659670,TRUE
27893977,TRUE
27973922,TRUE
27997966,TRUE
28061338,TRUE
28215775,TRUE
28245172,TRUE
28267141,FALSE
28267142,FALSE
28271513,TRUE
28291238,TRUE
28301676,TRUE
28431885,TRUE
28483500,TRUE
28500192,TRUE
28529164,TRUE
28631728,TRUE
28754388,TRUE
28762378,FALSE
28814204,TRUE
28906291,TRUE
29026591,TRUE
29161458,TRUE
29174953,TRUE
29215629,TRUE
29310610,TRUE
29351832,TRUE
29523865,TRUE
29533703,TRUE
29950604,TRUE
29991941,TRUE
30006494,TRUE
30046155,TRUE
30057104,TRUE
30099529,TRUE
30144426,TRUE
30177784,TRUE
30272605,TRUE
30294277,TRUE
30294792,TRUE
30335201,TRUE
30337705,TRUE
30361079,TRUE
30615113,TRUE
30824939,TRUE
30853616,TRUE
30940523,TRUE
30977174,TRUE
30996042,TRUE
31054846,TRUE
31152740,TRUE
31248929,TRUE
31251335,TRUE
31294357,TRUE
31294378,TRUE
31294379,TRUE
31294724,TRUE
31294725,TRUE
31311026,TRUE
31320109,TRUE
31326346,TRUE
31359477,TRUE
31510769,TRUE
31678304,TRUE
31704300,TRUE
31799497,TRUE
31807948,TRUE
31812509,TRUE
31859183,TRUE
31917257,TRUE
32010877,TRUE
32123377,TRUE
32205420,TRUE
32276950,TRUE
32277297,TRUE
32289372,TRUE
32328550,TRUE
32360819,TRUE
32416141,TRUE
32487851,TRUE
32628791,TRUE
32740074,TRUE
32791132,TRUE
32827724,TRUE
32936964,TRUE
33059653,TRUE
33087380,TRUE
33199955,TRUE
33213791,TRUE
33280149,TRUE
33300568,TRUE
33644678,TRUE
33953591,TRUE
33961887,TRUE
34034274,TRUE
34118227,TRUE
34169223,TRUE
34240715,TRUE
34261638,TRUE
34293299,TRUE
34499912,TRUE
34877470,TRUE
34995368,TRUE
35022266,TRUE
35118222,TRUE
35128905,TRUE
35349163,TRUE
35383400,TRUE
35411491,TRUE
35491686,TRUE
35598628,TRUE
35643175,TRUE
35709760,TRUE
35724863,TRUE
35738355,TRUE
35850197,TRUE
35942669,TRUE
36038634,TRUE
36071007,TRUE
36087074,TRUE
36165053,TRUE
36280250,TRUE
36444363,TRUE
36528284,TRUE
36735556,TRUE
36788016,TRUE
36788671,TRUE
37263307,TRUE
37347396,TRUE
37441622,TRUE
37541528,TRUE
37547158,TRUE
37547494,TRUE
37989365,TRUE
38420152,TRUE
38488995,TRUE
38537257,TRUE
38544906,TRUE
38596802,TRUE
38602780,TRUE
38759825,TRUE
38777133,TRUE
38798120,TRUE
38952045,TRUE
39113660,TRUE
39206026,TRUE
39236898,TRUE
39269391,TRUE
39384162,TRUE
39467592,TRUE
39521469,TRUE
39530534,TRUE
39740235,TRUE
39824392,TRUE
39848603,TRUE
39853241,TRUE
40180292,TRUE
40216789,TRUE
40258375,TRUE
40365700,TRUE
40383306,TRUE
40397557,TRUE
40409604,TRUE
40569978,TRUE
40706614,TRUE
40725540,TRUE
