pmid,current_affiliation
22451857,FALSE
26683344,TRUE
27753614,TRUE
28369221,FALSE
28639971,TRUE
28657464,FALSE
28916239,TRUE
29331282,TRUE
30015069,TRUE
30077563,TRUE
30107907,TRUE
30341823,TRUE
30450705,TRUE
30719856,TRUE
30770665,TRUE
30859731,TRUE
30964825,FALSE
31000131,TRUE
31028013,TRUE
31172679,TRUE
31356129,TRUE
31488369,TRUE
31786525,FALSE
31856974,TRUE
31990453,FALSE
32294334,TRUE
32319173,TRUE
32442939,TRUE
32935942,TRUE
33156968,TRUE
33306880,TRUE
33778443,TRUE
33851790,TRUE
34011455,TRUE
34052151,FALSE
34107565,TRUE
34127541,TRUE
34369062,TRUE
34412794,TRUE
34412818,TRUE
34546114,FALSE
34596330,TRUE
34711661,FALSE
34931448,TRUE
34964849,TRUE
34994505,TRUE
35072135,FALSE
35674108,TRUE
35703645,FALSE
35971173,FALSE
36222189,FALSE
36431198,FALSE
36462272,FALSE
36769546,FALSE
36786496,TRUE
36983119,FALSE
37382909,TRUE
37565470,FALSE
38117714,FALSE
38227853,FALSE
39132002,FALSE
39154247,TRUE
39413251,TRUE
39445586,FALSE
39638679,FALSE
40247796,FALSE
40403850,TRUE
40415784,TRUE
40416601,TRUE
40433122,TRUE
40633476,TRUE
