pmid,current_affiliation
15282672,TRUE
15318862,FALSE
15752157,FALSE
15830325,FALSE
16092575,FALSE
16310606,TRUE
16441604,FALSE
16492820,FALSE
16551974,TRUE
16934061,TRUE
17200219,TRUE
17452551,FALSE
17655576,TRUE
17716547,TRUE
18096468,TRUE
18482183,TRUE
18507746,TRUE
18684872,TRUE
18803278,TRUE
18848153,TRUE
19005182,FALSE
19074050,TRUE
19074051,TRUE
19104228,TRUE
19180138,TRUE
19389028,TRUE
19426124,TRUE
19483158,TRUE
19729421,TRUE
19897578,TRUE
20151975,FALSE
20345566,TRUE
20576011,TRUE
20691142,TRUE
21071526,TRUE
21083652,TRUE
21309776,TRUE
21309780,TRUE
21336132,FALSE
21376518,FALSE
21439762,TRUE
22000090,TRUE
22001584,TRUE
22102266,FALSE
22223819,TRUE
22257314,TRUE
22486274,TRUE
22486316,TRUE
22670887,TRUE
22764107,TRUE
22847526,TRUE
22882226,TRUE
23109488,TRUE
23140198,TRUE
23317632,TRUE
23425166,TRUE
23451917,TRUE
23460164,TRUE
23672421,TRUE
23788287,TRUE
23845922,TRUE
23851398,FALSE
23869075,TRUE
23869512,TRUE
23942857,FALSE
24219860,FALSE
24335233,FALSE
24656294,TRUE
24895986,FALSE
25582235,TRUE
25677795,TRUE
25684257,TRUE
25775976,TRUE
25809312,TRUE
25855259,TRUE
26400824,TRUE
26637728,TRUE
26651419,TRUE
26684418,TRUE
26687612,TRUE
26756864,TRUE
26813079,TRUE
27102183,TRUE
27132699,TRUE
27135647,TRUE
27145296,TRUE
27402971,TRUE
27476033,TRUE
27658982,TRUE
27754896,TRUE
27775503,TRUE
27807852,TRUE
28130210,TRUE
28164304,TRUE
28369702,TRUE
28391124,TRUE
28444742,TRUE
28783974,TRUE
29021123,TRUE
29172900,TRUE
29212129,TRUE
29295846,TRUE
29296891,TRUE
29325985,TRUE
29532903,TRUE
29696684,TRUE
29750937,TRUE
29787328,TRUE
29988661,TRUE
30046678,TRUE
30064975,TRUE
30216954,TRUE
30244480,TRUE
30409773,TRUE
30414291,TRUE
30504358,TRUE
30565711,TRUE
30582672,TRUE
30685874,TRUE
30693813,TRUE
30784097,TRUE
30801909,TRUE
30828796,TRUE
30934133,TRUE
30971767,TRUE
31050876,TRUE
31124172,TRUE
31170773,TRUE
31380891,TRUE
31621093,FALSE
31670424,TRUE
31770441,TRUE
31794604,TRUE
31850531,TRUE
32129511,TRUE
32130721,TRUE
32167669,TRUE
32219982,TRUE
32603421,TRUE
32717028,TRUE
32788105,TRUE
32853584,TRUE
32929235,TRUE
32969498,TRUE
33047878,TRUE
33070448,TRUE
33107998,TRUE
33170956,TRUE
33326124,FALSE
33387395,FALSE
33606296,TRUE
33639037,TRUE
33852372,TRUE
33923828,TRUE
33947446,TRUE
33974336,TRUE
33990338,TRUE
34018298,TRUE
34076338,TRUE
34107198,TRUE
34109621,TRUE
34226274,FALSE
34233346,TRUE
34327824,TRUE
34332828,TRUE
34384129,TRUE
34487584,TRUE
34504336,TRUE
34516622,TRUE
34560008,TRUE
34606578,TRUE
34663971,TRUE
34724709,TRUE
34781363,TRUE
34784053,TRUE
35013612,TRUE
35022578,TRUE
35179251,TRUE
35377937,TRUE
35512906,TRUE
35609563,TRUE
35633145,TRUE
35679072,TRUE
35751575,TRUE
36102150,TRUE
36121734,TRUE
36239096,TRUE
36285763,TRUE
36352844,TRUE
36458562,TRUE
36574172,TRUE
36695385,TRUE
36744999,TRUE
37063755,TRUE
37123431,TRUE
37182698,TRUE
37394121,TRUE
37538494,TRUE
37642211,TRUE
37717038,TRUE
37778357,TRUE
37824152,TRUE
37861272,TRUE
37866513,TRUE
38142844,TRUE
38148642,TRUE
38149432,TRUE
38184622,TRUE
38503600,TRUE
38511889,TRUE
38534202,TRUE
38546381,TRUE
38608258,TRUE
38733981,TRUE
38780066,TRUE
39032121,TRUE
39072415,TRUE
39136282,TRUE
39523606,TRUE
39551436,TRUE
39552264,TRUE
39719150,TRUE
39938091,TRUE
40203187,TRUE
40255123,TRUE
40379250,TRUE
