openalex_id,current_affiliation
W1037935759,FALSE
W133407938,FALSE
W1546222594,TRUE
W172748955,FALSE
W1953211836,FALSE
W1964844631,FALSE
W1966844044,FALSE
W1977507895,FALSE
W1979864871,FALSE
W1992407974,FALSE
W1993181943,FALSE
W2001404768,FALSE
W2005942667,FALSE
W2008040877,FALSE
W2013587666,FALSE
W2018153762,TRUE
W2019737701,FALSE
W2030269731,TRUE
W2038688076,FALSE
W2046465547,FALSE
W2047676690,FALSE
W2048286529,FALSE
W2048800988,FALSE
W2052429590,FALSE
W2060683916,FALSE
W2060721611,FALSE
W2062154332,FALSE
W2063198586,FALSE
W2063491014,FALSE
W2063679412,TRUE
W2067029872,FALSE
W2075577485,FALSE
W2078426085,FALSE
W2080723068,TRUE
W2082355928,FALSE
W2093224724,FALSE
W2093978090,FALSE
W2103669116,FALSE
W2111985328,TRUE
W2114334832,FALSE
W2123898154,TRUE
W2144001460,FALSE
W2144913786,FALSE
W2152615201,FALSE
W2153280847,FALSE
W2153449282,FALSE
W2154595335,TRUE
W2156769220,FALSE
W2166183114,FALSE
W2224117122,FALSE
W2279214036,FALSE
W2290969016,FALSE
W2314679876,FALSE
W2410015316,FALSE
W2518506781,FALSE
W2565988147,FALSE
W2606948252,FALSE
W2741332911,FALSE
W2771799627,FALSE
W2891358553,FALSE
W2901374962,FALSE
W2910741772,FALSE
W2914142307,FALSE
W2936020235,FALSE
W2943931939,FALSE
W2963530917,FALSE
W2966141199,FALSE
W2996212607,TRUE
W2998550596,FALSE
W3000629223,FALSE
W3003106892,FALSE
W3009799315,FALSE
W3027612749,FALSE
W3036207942,FALSE
W3085806120,FALSE
W3090959023,FALSE
W3100660404,FALSE
W3160003907,FALSE
W3162215752,FALSE
W3166900881,FALSE
W4210512887,FALSE
W4211224738,FALSE
W4230360557,FALSE
W4232135538,FALSE
W4233628747,FALSE
W4242484378,FALSE
W4243212352,TRUE
W4244868283,FALSE
W4249198541,FALSE
W4254689430,FALSE
W4255964002,FALSE
W4283388939,FALSE
W4291825826,FALSE
W4301395103,FALSE
W4305082896,FALSE
W4313887044,FALSE
W4379800980,FALSE
W4388136992,FALSE
W4388701426,FALSE
W4390746838,FALSE
W4391837988,FALSE
W4399298268,FALSE
W4400644034,FALSE
