openalex_id,current_affiliation
W1569745357,FALSE
W1699680259,FALSE
W1972624604,FALSE
W1974182496,FALSE
W1975261891,FALSE
W1979264303,FALSE
W1980678200,FALSE
W1982675176,FALSE
W1986934763,FALSE
W1987763583,FALSE
W1990990533,FALSE
W1995140448,FALSE
W1996155020,FALSE
W1999497846,FALSE
W2012696044,FALSE
W2013995708,FALSE
W2038103693,FALSE
W2045257166,FALSE
W2051453978,FALSE
W2056391460,FALSE
W2056694635,FALSE
W2057203368,FALSE
W2059072403,FALSE
W2073854006,FALSE
W2084230709,FALSE
W2095962971,FALSE
W2104394739,FALSE
W2108051180,FALSE
W2117125265,TRUE
W2132797941,FALSE
W2161586203,FALSE
W2165767988,FALSE
W2167323019,FALSE
W2174763203,FALSE
W2254140895,FALSE
W2274509167,FALSE
W2318081351,FALSE
W2320700549,FALSE
W2321239975,FALSE
W2491787852,FALSE
W2617106174,FALSE
W2792818444,FALSE
W2900119248,FALSE
W2970614876,FALSE
W2970928180,FALSE
W2999313420,FALSE
W4210551138,FALSE
W4235087550,FALSE
W4236325849,FALSE
W4236447692,TRUE
W4243083277,FALSE
W4251265392,TRUE
W4256228408,FALSE
W4312290939,FALSE
W4320492815,FALSE
W4376649049,FALSE
W4377015515,FALSE
W4386239281,FALSE
W4389252510,FALSE
W565608317,FALSE
