openalex_id,current_affiliation
W133590256,FALSE
W1481369757,FALSE
W1605989006,FALSE
W1675556372,FALSE
W1783701,TRUE
W1843531984,FALSE
W1847986218,FALSE
W184836482,FALSE
W1880581075,FALSE
W1964994438,FALSE
W1970019756,FALSE
W1977711639,TRUE
W1983038420,FALSE
W1989911039,TRUE
W1995607130,FALSE
W2000005912,FALSE
W2003757956,FALSE
W2010762902,FALSE
W2027813151,FALSE
W2028732613,FALSE
W2031328832,FALSE
W2031982327,FALSE
W2035215741,FALSE
W2039820061,FALSE
W2044623221,FALSE
W2044628507,FALSE
W2051520182,TRUE
W2056513467,FALSE
W2057850506,FALSE
W2059827070,FALSE
W2060322503,FALSE
W2062212410,FALSE
W2064389170,FALSE
W2067292750,FALSE
W2074489301,FALSE
W2076735576,FALSE
W2081949520,TRUE
W2085825235,FALSE
W2090661134,FALSE
W2091258966,FALSE
W2092778323,FALSE
W2094526661,FALSE
W2096615568,FALSE
W2097872145,FALSE
W2099837005,FALSE
W2108564379,FALSE
W2108812250,FALSE
W2110802865,FALSE
W2112661028,TRUE
W2118973527,FALSE
W2122367541,FALSE
W2124327613,FALSE
W2124648655,FALSE
W2130640900,FALSE
W2137429787,FALSE
W2142299734,FALSE
W2147028152,FALSE
W2153189619,FALSE
W2156176988,FALSE
W2157505532,TRUE
W2158601335,FALSE
W2162713847,FALSE
W2164298139,FALSE
W2164431468,FALSE
W2164932599,FALSE
W2166826446,FALSE
W2167005651,FALSE
W2172505164,FALSE
W2178042675,FALSE
W2243411748,TRUE
W2287148758,FALSE
W2327118574,FALSE
W2328095794,FALSE
W2329835617,FALSE
W2338618266,FALSE
W24203525,FALSE
W2560176924,FALSE
W2561569047,FALSE
W2606555609,FALSE
W2617388058,FALSE
W2731098775,FALSE
W2739999339,FALSE
W2771479772,FALSE
W2885198237,FALSE
W2886025056,FALSE
W2886247749,FALSE
W2911263380,FALSE
W2933876993,FALSE
W2952044253,FALSE
W3022615286,TRUE
W3033251134,FALSE
W3035950664,TRUE
W3041239623,FALSE
W3096036142,FALSE
W3174387332,FALSE
W3187818884,TRUE
W3197136790,FALSE
W4205920526,TRUE
W4210567723,TRUE
W4220924237,TRUE
W4221073691,TRUE
W4233794964,FALSE
W4236321729,TRUE
W4237432881,FALSE
W4243414222,TRUE
W4244404013,TRUE
W4244712864,TRUE
W4248748746,TRUE
W4249443475,TRUE
W4251167669,TRUE
W4252706208,FALSE
W4255692619,TRUE
W4280555027,FALSE
W4300649240,FALSE
W4300879832,FALSE
W4310369010,FALSE
W4312675047,FALSE
W4319063460,FALSE
W4322699923,FALSE
W4361002744,TRUE
W4376479586,TRUE
W4389524088,FALSE
W584027282,FALSE
W622209454,FALSE
W63713890,FALSE
