pmid,current_affiliation
11829543,TRUE
11889295,TRUE
11889331,FALSE
11910725,FALSE
11915791,TRUE
11940624,TRUE
11948065,FALSE
11983671,FALSE
12038924,FALSE
12038925,FALSE
12054406,TRUE
12096372,FALSE
12107677,FALSE
12130954,FALSE
12130964,TRUE
12130991,TRUE
12189964,FALSE
12218978,FALSE
12297991,FALSE
12426250,TRUE
12435258,TRUE
12451066,FALSE
12487522,FALSE
12506031,TRUE
12528026,FALSE
12533587,TRUE
12538744,TRUE
12594312,FALSE
12640610,FALSE
12640615,FALSE
12640616,TRUE
12664219,FALSE
12682500,FALSE
12771633,FALSE
12779296,FALSE
12796190,TRUE
12816172,FALSE
12825925,FALSE
12853551,FALSE
12897595,FALSE
12962554,FALSE
13679526,TRUE
14501966,FALSE
14595566,FALSE
14645317,FALSE
14691896,FALSE
14987911,TRUE
15010412,TRUE
15052384,TRUE
15071383,TRUE
15100999,TRUE
15153243,TRUE
15163781,FALSE
15184339,TRUE
15190965,FALSE
15197127,FALSE
15221128,TRUE
15236139,FALSE
15241106,FALSE
15243928,FALSE
15313747,FALSE
15319291,TRUE
15341449,TRUE
15343023,FALSE
15357975,FALSE
15383470,FALSE
15383471,TRUE
15383490,FALSE
15514320,FALSE
15574557,TRUE
15579523,TRUE
15590885,FALSE
15599160,FALSE
15599161,FALSE
15625257,TRUE
15637373,TRUE
15656546,TRUE
15729067,FALSE
15992671,FALSE
16003051,FALSE
16003063,TRUE
16015517,FALSE
16113448,FALSE
16134916,TRUE
16148463,TRUE
16157727,TRUE
16177262,FALSE
16264162,TRUE
16280062,TRUE
16310599,FALSE
16310600,TRUE
16310601,TRUE
16310602,TRUE
16310604,TRUE
16310605,FALSE
16310606,TRUE
16310608,TRUE
16310609,TRUE
16310610,FALSE
16374176,FALSE
16404823,TRUE
16424717,FALSE
16484912,FALSE
16492820,FALSE
16505667,FALSE
16539368,FALSE
16557160,TRUE
16608959,FALSE
16625115,TRUE
16632769,TRUE
16632770,TRUE
16763220,FALSE
16781924,FALSE
16873349,FALSE
16923310,FALSE
16931644,FALSE
16932230,FALSE
16934061,TRUE
17005894,FALSE
17057593,TRUE
17080980,FALSE
17159009,TRUE
17235258,FALSE
17255876,FALSE
17383982,FALSE
17387118,FALSE
17460312,FALSE
17474678,TRUE
17511181,FALSE
17522577,FALSE
17548020,FALSE
17548021,TRUE
17558493,FALSE
17573963,FALSE
17595370,TRUE
17623059,FALSE
17635055,FALSE
17689802,TRUE
17716547,TRUE
17766740,FALSE
17804850,FALSE
17855822,FALSE
17869968,FALSE
17885149,TRUE
17934160,FALSE
18024670,FALSE
18086398,FALSE
18091545,FALSE
18209669,FALSE
18270352,TRUE
18283082,TRUE
18305265,FALSE
18311858,TRUE
18311862,TRUE
18315876,TRUE
18318915,TRUE
18359417,FALSE
18359421,TRUE
18359423,FALSE
18359429,FALSE
