openalex_id,current_affiliation
W1579388915,FALSE
W1629144315,FALSE
W1704191079,FALSE
W1966997218,FALSE
W1994434535,FALSE
W2021375607,FALSE
W2073701129,FALSE
W2142889131,FALSE
W2151696819,FALSE
W2280838158,FALSE
W2337739970,FALSE
W2358891208,FALSE
W2419667457,FALSE
W2473253831,FALSE
W2473367415,FALSE
W2517144936,FALSE
W2613344022,FALSE
W2756190387,FALSE
W2759664355,FALSE
W2782819732,FALSE
W2784568529,FALSE
W2793301379,FALSE
W2799298910,FALSE
W2806308262,FALSE
W2885445254,FALSE
W2889509175,FALSE
W2901030005,FALSE
W2940821836,FALSE
W2944788312,FALSE
W2946367924,FALSE
W2946444451,FALSE
W2954667835,FALSE
W2955332777,FALSE
W2964741620,FALSE
W2965742513,FALSE
W2993663877,FALSE
W2996942224,FALSE
W3010877825,FALSE
W3013252368,FALSE
W3017006324,FALSE
W3017285785,FALSE
W3022370643,FALSE
W3027113776,FALSE
W3046785565,FALSE
W3097460039,FALSE
W3116941456,FALSE
W3134725687,FALSE
W3138795989,FALSE
W3162954755,FALSE
W3203878258,FALSE
W3208387757,FALSE
W4206251017,FALSE
W4210531064,FALSE
W4212827464,FALSE
W4212962250,FALSE
W4214811222,FALSE
W4220817747,TRUE
W4226157386,FALSE
W4236770391,FALSE
W4238823225,FALSE
W4239563631,FALSE
W4241654297,FALSE
W4243610896,FALSE
W4244315858,FALSE
W4281681673,FALSE
W4285053164,FALSE
W4293072561,FALSE
W4295980462,FALSE
W4297517591,FALSE
W4311895761,FALSE
W4312587014,FALSE
W4313024455,FALSE
W4313072595,FALSE
W4317807734,FALSE
W4320921000,FALSE
W4321786155,FALSE
W4322624638,FALSE
W4367726612,FALSE
W4385153335,FALSE
W4386337145,FALSE
W4386888460,FALSE
W4387773417,FALSE
W4388805441,FALSE
W4389991404,FALSE
W4392358739,FALSE
W4393646136,FALSE
W4393647063,FALSE
