openalex_id,current_affiliation
W2029173663,FALSE
W2322464916,FALSE
W2489241681,FALSE
W2796295770,FALSE
W3042061455,FALSE
W3096024679,TRUE
W3135050813,FALSE
W3157091232,FALSE
W3185461770,FALSE
W3190701210,FALSE
W3198602049,FALSE
W4205230378,FALSE
W4206901212,FALSE
W4210352739,FALSE
W4214562715,TRUE
W4221064792,FALSE
W4280546958,TRUE
W4294680796,FALSE
W4322500084,TRUE
W4323042133,FALSE
W4362697860,FALSE
W4387253548,FALSE
W4390700971,FALSE
W4392368395,FALSE
W4393627992,FALSE
W4393763261,FALSE
W4395045205,FALSE
W4409633812,FALSE
