openalex_id,current_affiliation
W1524159473,FALSE
W1562082947,FALSE
W1631927366,FALSE
W1687863007,TRUE
W17060673,FALSE
W193613617,FALSE
W1969803556,FALSE
W1970266002,FALSE
W1970954343,FALSE
W1973648361,FALSE
W1974741897,TRUE
W1978903528,FALSE
W1984504098,FALSE
W1990578433,FALSE
W1992112852,FALSE
W1995254869,FALSE
W1998226038,FALSE
W2001661591,FALSE
W2002148559,FALSE
W2003279745,FALSE
W2003800151,TRUE
W2006070693,FALSE
W2007754031,FALSE
W2008451707,FALSE
W2010845727,TRUE
W2019710323,FALSE
W2020270792,FALSE
W2020527566,FALSE
W2023739199,FALSE
W2024871808,FALSE
W2025636748,FALSE
W2027021865,FALSE
W2027213545,FALSE
W2029734804,TRUE
W2030635371,TRUE
W2031078183,FALSE
W203363104,FALSE
W2034268650,FALSE
W2035041562,FALSE
W2055430081,FALSE
W2058364897,FALSE
W2058542872,FALSE
W2059100257,FALSE
W2060054163,FALSE
W2060960080,FALSE
W2062081192,FALSE
W2062147842,TRUE
W2063713495,FALSE
W2064290787,FALSE
W2065953416,FALSE
W2070235387,FALSE
W2070428911,FALSE
W2071704749,FALSE
W2073671998,FALSE
W2080362362,FALSE
W2081718145,FALSE
W2082968723,FALSE
W2085675922,FALSE
W2085681662,FALSE
W2086318114,FALSE
W2087092179,FALSE
W2092361985,FALSE
W2106741080,FALSE
W2119373226,FALSE
W2129295344,FALSE
W2133682816,FALSE
W2141481772,TRUE
W2143126491,TRUE
W2147543795,FALSE
W2148260911,FALSE
W2171255076,FALSE
W2201137740,FALSE
W2315647047,FALSE
W2317496261,FALSE
W2325503576,FALSE
W2328424519,TRUE
W2329704454,FALSE
W2329863239,FALSE
W2330969649,FALSE
W2332106665,FALSE
W2332442530,FALSE
W2334641627,FALSE
W2335544406,FALSE
W2397734019,FALSE
W2403181610,FALSE
W2432036201,FALSE
W2461991563,FALSE
W2538265957,TRUE
W2727498590,FALSE
W2771336655,TRUE
W2795460697,FALSE
W2915804716,FALSE
W2937887097,FALSE
W2949924453,FALSE
W2992504400,TRUE
W3005318126,FALSE
W3092363291,FALSE
W3131011903,FALSE
W3134378458,TRUE
W3135646190,TRUE
W3162845013,TRUE
W3209198105,FALSE
W4205875978,FALSE
W4206449744,TRUE
W4206580270,TRUE
W421308211,FALSE
W4213453894,TRUE
W4226146026,TRUE
W4231186601,FALSE
W4233254717,FALSE
W4233797989,TRUE
W4234968745,TRUE
W4236447692,TRUE
W4237720364,TRUE
W4239605527,TRUE
W4241486080,FALSE
W4241577741,FALSE
W4242256691,TRUE
W4250682978,FALSE
W4252290151,TRUE
W4288459457,TRUE
W4300005542,TRUE
W4309648890,FALSE
W4386251475,TRUE
W4391092522,TRUE
W586131561,FALSE
W588518695,FALSE
W625200347,FALSE
