openalex_id,current_affiliation
W1506337839,FALSE
W1518293589,TRUE
W2001683276,FALSE
W2017077398,FALSE
W2022449656,FALSE
W2055472090,FALSE
W2065585349,FALSE
W2080377129,FALSE
W2094428263,FALSE
W2120700180,FALSE
W2137911291,TRUE
W2150560657,FALSE
W2273649028,FALSE
W2433999723,FALSE
W2464865401,FALSE
W2553090945,FALSE
W2805016622,TRUE
W2810146660,FALSE
W2948518973,FALSE
W3122633522,FALSE
W4200210500,FALSE
W4200358526,FALSE
W4221117803,FALSE
W4231723111,FALSE
W4236097093,FALSE
W4236328001,FALSE
W4242023202,FALSE
W4248560400,FALSE
W4385278927,FALSE
W4395107158,FALSE
W4406432777,FALSE
