openalex_id,current_affiliation
W1481559878,FALSE
W1527661581,FALSE
W1532040293,FALSE
W1572205355,FALSE
W164446361,FALSE
W1797432287,TRUE
W1888700889,FALSE
W1964257167,TRUE
W1970537005,FALSE
W1973605714,FALSE
W1977118822,TRUE
W1978623451,FALSE
W1981251987,TRUE
W1988707875,FALSE
W1990125735,TRUE
W1990717355,FALSE
W1991658485,FALSE
W1991852042,TRUE
W1992142098,FALSE
W1998923191,FALSE
W2011726508,FALSE
W2012868183,TRUE
W2013033561,TRUE
W2017096549,TRUE
W2026072405,TRUE
W2028091431,TRUE
W2029182065,TRUE
W2033242970,FALSE
W2036096677,TRUE
W2038242934,TRUE
W2039848208,TRUE
W2040919444,FALSE
W2041942440,TRUE
W2043989098,FALSE
W2044724086,TRUE
W2048746454,FALSE
W2049593412,FALSE
W2051071180,TRUE
W2056328452,TRUE
W2057937320,FALSE
W2058388032,TRUE
W2064952084,FALSE
W2066616213,TRUE
W2067448983,FALSE
W2071003487,FALSE
W2072231619,FALSE
W2073492409,TRUE
W2074260405,FALSE
W2075140551,FALSE
W2077387134,FALSE
W2077515295,TRUE
W2079407225,FALSE
W2079740787,FALSE
W2079841437,TRUE
W2083374931,FALSE
W2084779147,FALSE
W2086206217,TRUE
W2088694568,TRUE
W2090338378,FALSE
W2091197642,FALSE
W2098110194,TRUE
W2099491566,TRUE
W2099979054,TRUE
W2100187337,TRUE
W2101333943,FALSE
W2104738479,TRUE
W2108593514,FALSE
W2113902412,TRUE
W2121222622,FALSE
W2127370555,TRUE
W2137007692,TRUE
W2138573635,FALSE
W2143204661,FALSE
W2145061961,TRUE
W2145665725,FALSE
W2146854566,TRUE
W2150014596,TRUE
W2151221966,TRUE
W2151695941,FALSE
W2152139525,FALSE
W2153228154,FALSE
W2156140889,FALSE
W2156625287,TRUE
W2157843065,TRUE
W2157900089,FALSE
W2159338243,FALSE
W2160800390,TRUE
W2162250498,FALSE
W2163710303,FALSE
W2164588498,FALSE
W2165047541,FALSE
W2165117788,TRUE
W2169026027,TRUE
W2176287890,FALSE
W2193658266,FALSE
W2224017605,TRUE
W2270919533,FALSE
W2290126840,FALSE
W2297044638,FALSE
W2312418598,FALSE
W2317749744,FALSE
W2319221173,FALSE
W2320571493,TRUE
W2323237860,TRUE
W2323390076,FALSE
W2324380808,FALSE
W2327711557,TRUE
W2328447418,FALSE
W2332161844,FALSE
W2340372665,TRUE
W2346175142,TRUE
W2399117371,TRUE
W2399668202,TRUE
W2399938772,FALSE
W2416690865,TRUE
W2510242493,TRUE
W2514961499,FALSE
W2514974106,FALSE
W2519943567,TRUE
W2529628169,FALSE
W2551082797,TRUE
W2553437533,FALSE
W2585019503,TRUE
W2604201228,TRUE
W2606569817,TRUE
W2606933805,FALSE
W2621824337,TRUE
W2727977003,TRUE
W2748797449,TRUE
W2772482411,FALSE
W2778229540,FALSE
W2781680143,FALSE
W2801904575,TRUE
W2807505272,TRUE
W2807637103,FALSE
W2890530505,FALSE
W2899337715,TRUE
W2900818529,TRUE
W2913964223,TRUE
W2920160662,TRUE
W292821781,FALSE
W2946404599,FALSE
W2949636302,FALSE
W2952486418,FALSE
W2963406157,FALSE
W2964032085,TRUE
W2971154170,FALSE
W2972237489,TRUE
W2973645456,TRUE
W2974291952,FALSE
W3013577603,TRUE
W3016463454,FALSE
W3082934680,FALSE
W3086291264,TRUE
W3093292179,FALSE
W3118710807,TRUE
W3120567342,TRUE
W3123046407,FALSE
W3125067582,FALSE
W3135646190,TRUE
W3137455958,TRUE
W3173767661,FALSE
W3195684832,FALSE
W3204907359,TRUE
W3207796810,FALSE
W411572721,FALSE
W4200122141,TRUE
W4205109036,TRUE
W4206449744,TRUE
W4210978455,FALSE
W4223622550,FALSE
W4226146026,TRUE
W4236447692,TRUE
W4240881944,TRUE
W4242915562,TRUE
W4249443475,TRUE
W4252183929,TRUE
W4281610231,TRUE
W4285122897,FALSE
W4285225959,FALSE
W4288459457,TRUE
W4289756550,TRUE
W4295008625,TRUE
W4298031738,TRUE
W4301651270,FALSE
W4308055486,TRUE
W4308364450,TRUE
W4310588782,TRUE
W4381598483,FALSE
W4387126603,TRUE
W4387877988,TRUE
W4389888837,TRUE
W4390881664,TRUE
W4391092522,TRUE
W570885736,FALSE
W608658582,FALSE
W629428048,FALSE
W632239132,FALSE
W68265880,FALSE
W780243776,TRUE
