openalex_id,current_affiliation
W1556571873,TRUE
W1605398634,FALSE
W161476351,FALSE
W1619573455,FALSE
W1808360606,FALSE
W1913081318,FALSE
W1967822740,FALSE
W1972829990,FALSE
W1981732347,FALSE
W1982818760,FALSE
W1984796668,FALSE
W1985069632,FALSE
W1988708664,FALSE
W1990913612,FALSE
W1998697606,FALSE
W1999957427,FALSE
W2007901128,FALSE
W2008285557,FALSE
W2008401746,TRUE
W2011206612,FALSE
W2011225075,FALSE
W2014222677,FALSE
W2015551106,TRUE
W2021236454,FALSE
W2036650093,FALSE
W2038437931,FALSE
W2043799856,FALSE
W2047212522,FALSE
W2047475857,FALSE
W2049291682,FALSE
W2049592368,FALSE
W2051948510,FALSE
W2054012384,FALSE
W2054820556,FALSE
W2058880811,FALSE
W2058976383,FALSE
W2061924080,FALSE
W2070109571,FALSE
W2070160441,FALSE
W2075934789,FALSE
W2085566828,FALSE
W2087743508,FALSE
W2091819331,FALSE
W2100941415,FALSE
W2101645022,FALSE
W2105361850,FALSE
W2105995385,FALSE
W2106047361,FALSE
W2108417661,FALSE
W2111798337,FALSE
W2113232216,FALSE
W2114431998,FALSE
W2116272210,FALSE
W2116755433,FALSE
W2116887560,FALSE
W2121833966,FALSE
W2124580244,FALSE
W2126894641,FALSE
W2127295194,FALSE
W2132931413,FALSE
W2133537571,FALSE
W2137205422,FALSE
W2148899575,FALSE
W2151013733,FALSE
W2151811187,FALSE
W2159440465,FALSE
W2160433284,FALSE
W2163904524,FALSE
W2164119892,FALSE
W2164880450,TRUE
W2168704611,FALSE
W2175707907,FALSE
W2181070142,FALSE
W2318986836,FALSE
W2397864651,FALSE
W2417331564,FALSE
W2468423585,FALSE
W2512147706,FALSE
W2512961221,FALSE
W2513695598,TRUE
W2576252586,FALSE
W2587499075,FALSE
W2608677034,TRUE
W2743164350,FALSE
W2770051714,FALSE
W2885324929,FALSE
W2890310939,TRUE
W2908866137,FALSE
W2946174503,FALSE
W2956119731,FALSE
W2999384940,TRUE
W3103428383,FALSE
W3115671232,TRUE
W3126526676,FALSE
W3168085024,TRUE
W3202255162,FALSE
W4206481953,TRUE
W4210567723,TRUE
W4210625548,TRUE
W4220749248,FALSE
W4220770704,FALSE
W4220872739,FALSE
W4221032430,FALSE
W4221087847,FALSE
W4242487540,FALSE
W4255795797,FALSE
W4307139576,TRUE
W4317564336,FALSE
W4322771803,FALSE
W4361002744,TRUE
W4396586809,FALSE
W567251645,FALSE
