openalex_id,current_affiliation
W1506593776,FALSE
W1547331566,FALSE
W1555188766,FALSE
W1563805664,FALSE
W1570877893,FALSE
W1627995693,FALSE
W1655617308,FALSE
W1855825008,FALSE
W1941885394,FALSE
W1967479617,FALSE
W1970159000,FALSE
W1972378276,FALSE
W1973545410,FALSE
W1975279176,FALSE
W1990014717,FALSE
W1994883631,FALSE
W1995841730,FALSE
W1998578651,FALSE
W1999733635,FALSE
W2005138241,FALSE
W2010059852,FALSE
W2010754109,FALSE
W2020366456,FALSE
W2020418550,FALSE
W2026072405,TRUE
W2028673732,FALSE
W2031609871,FALSE
W2036772840,FALSE
W2038470975,FALSE
W2039304191,FALSE
W2041531976,FALSE
W2046463391,FALSE
W2058922532,FALSE
W2075275474,FALSE
W2086468584,FALSE
W2090426798,FALSE
W2093694108,FALSE
W2094636643,FALSE
W2098584035,FALSE
W2099781273,FALSE
W2100561031,FALSE
W2104994200,FALSE
W2113627608,FALSE
W2124010749,FALSE
W2126629159,FALSE
W2128243239,FALSE
W2138566050,FALSE
W2151437473,FALSE
W2163701843,FALSE
W2164676818,FALSE
W2169862892,FALSE
W2216376503,FALSE
W2308572704,FALSE
W2311277453,FALSE
W2347081992,FALSE
W2414787467,FALSE
W2416942403,FALSE
W2475046758,FALSE
W2512405872,FALSE
W2539896453,FALSE
W2573895650,FALSE
W2581642206,FALSE
W2589080384,FALSE
W2603248037,FALSE
W2619616718,FALSE
W2738125829,FALSE
W2746295609,FALSE
W2790651206,FALSE
W2792062457,FALSE
W2798650065,FALSE
W2806497304,FALSE
W2890514283,FALSE
W2897201107,FALSE
W2904354864,FALSE
W2910580457,FALSE
W2939415329,FALSE
W2940585931,FALSE
W2947699268,FALSE
W2954522293,FALSE
W2959453623,FALSE
W2981477278,FALSE
W3005642772,FALSE
W3022040845,FALSE
W3038361913,FALSE
W3082567361,FALSE
W3105066976,FALSE
W3108165551,FALSE
W3133877888,FALSE
W3150351745,FALSE
W3166056670,FALSE
W3169034483,FALSE
W3194791576,TRUE
W3209028723,FALSE
W3215900570,FALSE
W4229617887,FALSE
W4232462294,FALSE
W4233218473,TRUE
W4248786165,FALSE
W4380785298,FALSE
W4389415460,TRUE
W4389488805,TRUE
W4394832871,FALSE
W565446166,FALSE
W584695229,FALSE
W620915294,FALSE
