openalex_id,current_affiliation
W122122986,FALSE
W1551187735,FALSE
W1714980748,TRUE
W1883496932,FALSE
W1964151658,FALSE
W1964397003,TRUE
W1973686957,FALSE
W1978221476,TRUE
W1979454586,TRUE
W1981905832,FALSE
W1983515035,FALSE
W1984392390,TRUE
W1984765153,TRUE
W1989892902,TRUE
W1990692095,TRUE
W1991209482,FALSE
W1992018833,TRUE
W1995843372,TRUE
W2007949614,FALSE
W2027513428,FALSE
W2029681419,TRUE
W2038344313,FALSE
W2052990536,FALSE
W2072439273,FALSE
W2076914475,FALSE
W2078716028,FALSE
W2079704814,FALSE
W2081396926,FALSE
W2086041580,FALSE
W2090906929,TRUE
W2092610103,FALSE
W2093738320,TRUE
W2096923848,FALSE
W2100187987,TRUE
W2103514527,TRUE
W2105317120,TRUE
W2107592884,TRUE
W2114380690,TRUE
W2118472200,TRUE
W2124653724,FALSE
W2125214232,FALSE
W2132190923,TRUE
W2143838078,TRUE
W2152274685,FALSE
W2157505532,TRUE
W2161908592,FALSE
W2166577813,FALSE
W2166804450,TRUE
W2167148707,FALSE
W2308659217,TRUE
W2314809001,FALSE
W2315127742,FALSE
W2317449501,FALSE
W2322264121,FALSE
W2323094481,TRUE
W2380728893,TRUE
W2414027965,TRUE
W2421458190,FALSE
W2470582263,TRUE
W2537662098,FALSE
W2621133204,TRUE
W2785144452,FALSE
W2792051187,FALSE
W2800176567,FALSE
W2810109419,TRUE
W2883124634,FALSE
W2899126822,FALSE
W2899687312,FALSE
W2913985697,FALSE
W2938906956,FALSE
W2944848623,FALSE
W2967853535,FALSE
W2991861211,FALSE
W3008881386,FALSE
W3015487776,FALSE
W3020415716,FALSE
W3020991319,TRUE
W3082730295,FALSE
W3157673921,FALSE
W4205230378,FALSE
W4210352739,FALSE
W4214562715,TRUE
W4220833865,TRUE
W4231960204,FALSE
W4233018815,TRUE
W4236345753,TRUE
W4242915014,FALSE
W4252234737,FALSE
W4280546958,TRUE
W4323042133,FALSE
W4362697860,FALSE
W4383889244,FALSE
W4384199815,TRUE
W4385987906,FALSE
W4398152825,FALSE
W91964274,FALSE
