openalex_id,current_affiliation
W15778447,FALSE
W1640525409,FALSE
W1818634904,TRUE
W1977498299,TRUE
W2001565724,TRUE
W2002275528,TRUE
W2008617110,FALSE
W2014767809,FALSE
W2015570846,TRUE
W2022174723,FALSE
W2023129208,TRUE
W2048764841,TRUE
W2063654154,TRUE
W2072473102,FALSE
W2126450628,TRUE
W2139350388,TRUE
W2147001135,FALSE
W2164796487,FALSE
W2170182466,FALSE
W2170933416,FALSE
W2187843527,FALSE
W2312822485,FALSE
W2316873803,TRUE
W2316914859,FALSE
W2322395585,TRUE
W2329725391,TRUE
W2332192078,FALSE
W2339474747,FALSE
W2416690865,TRUE
W2417989465,TRUE
W2470582263,TRUE
W2522612301,FALSE
W2555676011,FALSE
W2563918269,TRUE
W2607950657,FALSE
W2731472105,FALSE
W2732843100,FALSE
W2777523872,FALSE
W2804285392,FALSE
W2885955375,FALSE
W2893186719,TRUE
W2924286567,FALSE
W3015487776,FALSE
W3047950129,FALSE
W3102304462,TRUE
W3118842705,TRUE
W3119028872,TRUE
W3125388758,FALSE
W3161709472,FALSE
W4205230378,FALSE
W4206901212,FALSE
W4210352739,FALSE
W4214562715,TRUE
W4280546958,TRUE
W4289889759,TRUE
W4323042133,FALSE
W4362696149,FALSE
W4362697860,FALSE
W4382775808,TRUE
W4387500147,TRUE
W4390083474,TRUE
