openalex_id,current_affiliation
W1483768555,FALSE
W1490849707,FALSE
W1573685406,FALSE
W1579344223,FALSE
W1641772231,FALSE
W1695755423,FALSE
W1967003847,FALSE
W1969410971,FALSE
W1973001486,FALSE
W1980220920,FALSE
W1981766604,FALSE
W1984351682,FALSE
W1988717001,FALSE
W1992778713,FALSE
W1999469971,FALSE
W1999720485,FALSE
W2009237205,FALSE
W2010188659,FALSE
W2011055363,FALSE
W2011076017,FALSE
W2018453536,FALSE
W2019052022,FALSE
W2020462931,FALSE
W2026139146,FALSE
W2037599273,FALSE
W2042375122,FALSE
W2043934810,FALSE
W2048041732,FALSE
W2048324872,FALSE
W2050658165,FALSE
W2051905649,TRUE
W2057355114,FALSE
W2057538102,FALSE
W2064240756,FALSE
W2072292615,FALSE
W2075618799,FALSE
W2075797051,FALSE
W2078446103,FALSE
W2087741806,FALSE
W2088389112,FALSE
W2090865906,FALSE
W2098115753,FALSE
W2099333740,TRUE
W2100514499,FALSE
W2101133451,FALSE
W2105798512,FALSE
W2115084321,FALSE
W2120116627,FALSE
W2123922382,FALSE
W2124090112,FALSE
W2125456445,FALSE
W2129152663,FALSE
W2131865643,FALSE
W2133922377,FALSE
W2137059732,FALSE
W2150111744,FALSE
W2156329244,FALSE
W2164239909,FALSE
W2165389461,FALSE
W2176349136,FALSE
W2264080222,FALSE
W2290069354,FALSE
W2345268861,FALSE
W2364056120,FALSE
W2477607063,FALSE
W2525999179,FALSE
W2562432254,FALSE
W2588012043,FALSE
W2740275479,FALSE
W2742790202,FALSE
W2743828119,FALSE
W2748004808,FALSE
W2769008184,FALSE
W2771867916,FALSE
W2781442511,FALSE
W2787677368,FALSE
W2791951294,FALSE
W2850432004,FALSE
W2885266963,FALSE
W2889226411,FALSE
W2890667397,FALSE
W2896533244,FALSE
W2904195888,FALSE
W2913144519,FALSE
W2954442235,FALSE
W2966328157,FALSE
W2986605649,FALSE
W3009109925,TRUE
W3022745930,FALSE
W3049342414,FALSE
W3088968345,FALSE
W3091861357,FALSE
W3130931646,FALSE
W3166960924,FALSE
W3200674187,FALSE
W3203395588,FALSE
W4210804024,FALSE
W4212885681,FALSE
W4239010580,FALSE
W4285027094,TRUE
W4286462402,FALSE
W4306385762,TRUE
W4368377244,TRUE
W586600944,FALSE
W68763010,FALSE
W792323949,FALSE
