openalex_id,current_affiliation
W18705478,FALSE
W1966040128,FALSE
W1985568969,FALSE
W1986569806,FALSE
W1987327709,FALSE
W2003128511,FALSE
W2004554509,FALSE
W2005020753,FALSE
W2009832658,FALSE
W2011519801,FALSE
W2015044632,FALSE
W2020051559,FALSE
W2025144677,FALSE
W2028380571,FALSE
W2033449188,FALSE
W2034800433,FALSE
W2037216985,FALSE
W2050252330,FALSE
W2073921220,FALSE
W2079668198,FALSE
W2134263141,TRUE
W2141583036,TRUE
W2415769426,FALSE
W2562121430,FALSE
W2603714702,FALSE
W2790336230,TRUE
W2795128480,FALSE
W2795584484,FALSE
W2796434811,FALSE
W2895744352,FALSE
W326281084,FALSE
W4237588256,FALSE
W4241393449,FALSE
